id,from_actor,from_layer,to_actor,to_layer,dir
523,U130,work,U54,work,0
524,U130,work,U62,work,0
525,U130,work,U76,work,0
526,U130,work,U79,work,0
527,U130,work,U99,work,0
528,U134,work,U4,work,0
529,U138,work,U67,work,0
530,U134,work,U99,work,0
531,U142,work,U68,work,0
532,U14,work,U17,work,0
533,U14,work,U19,work,0
534,U14,work,U1,work,0
535,U14,work,U23,work,0
536,U14,work,U32,work,0
537,U14,work,U71,work,0
538,U14,work,U73,work,0
539,U17,work,U23,work,0
540,U17,work,U29,work,0
541,U17,work,U32,work,0
542,U17,work,U73,work,0
543,U18,work,U62,work,0
544,U19,work,U1,work,0
545,U19,work,U23,work,0
546,U19,work,U54,work,0
547,U19,work,U71,work,0
548,U19,work,U73,work,0
549,U1,work,U23,work,0
550,U1,work,U26,work,0
551,U1,work,U32,work,0
552,U1,work,U71,work,0
553,U1,work,U73,work,0
554,U140,work,U26,work,0
555,U140,work,U71,work,0
556,U141,work,U4,work,0
557,U141,work,U68,work,0
558,U142,work,U4,work,0
559,U3,work,U90,work,0
560,U42,work,U79,work,0
561,U47,work,U62,work,0
562,U47,work,U99,work,0
563,U48,work,U4,work,0
564,U48,work,U69,work,0
565,U4,work,U54,work,0
566,U1,work,U79,work,0
567,U21,work,U33,work,0
568,U21,work,U67,work,0
569,U22,work,U26,work,0
570,U22,work,U41,work,0
571,U22,work,U49,work,0
572,U22,work,U42,work,0
573,U23,work,U73,work,0
574,U26,work,U32,work,0
575,U26,work,U33,work,0
576,U26,work,U49,work,0
577,U26,work,U42,work,0
578,U26,work,U71,work,0
579,U26,work,U97,work,0
580,U26,work,U79,work,0
581,U29,work,U32,work,0
582,U32,work,U73,work,0
583,U32,work,U97,work,0
584,U32,work,U86,work,0
585,U33,work,U4,work,0
586,U33,work,U63,work,0
587,U33,work,U67,work,0
588,U37,work,U67,work,0
589,U33,work,U71,work,0
590,U67,work,U72,work,0
591,U67,work,U91,work,0
592,U67,work,U97,work,0
593,U6,work,U71,work,0
594,U71,work,U97,work,0
595,U72,work,U91,work,0
596,U4,work,U63,work,0
597,U4,work,U67,work,0
598,U4,work,U68,work,0
599,U4,work,U71,work,0
600,U4,work,U76,work,0
601,U4,work,U79,work,0
602,U4,work,U90,work,0
603,U4,work,U92,work,0
604,U4,work,U97,work,0
605,U4,work,U99,work,0
606,U53,work,U91,work,0
607,U54,work,U79,work,0
608,U54,work,U90,work,0
609,U59,work,U67,work,0
610,U59,work,U91,work,0
611,U62,work,U76,work,0
612,U63,work,U67,work,0
613,U63,work,U71,work,0
614,U65,work,U67,work,0
615,U65,work,U72,work,0
616,U67,work,U69,work,0
617,U65,work,U91,work,0
618,U67,work,U6,work,0
619,U67,work,U71,work,0
620,U79,work,U99,work,0
